"Revenue from Sales to Ultimate Customers (Thousand Dollars) by State by Provider, 1990-2015",,,,,,,,
Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2004,TN,Total Electric Industry,"2,656,585","1,991,739","1,466,347",122,NA,"6,114,793"
2004,TX,Total Electric Industry,"11,707,073","7,867,462","5,902,053","5,714",NA,"25,482,302"
2004,UT,Total Electric Industry,"528,323","551,497","313,597","1,667",NA,"1,395,084"
2004,VA,Total Electric Industry,"3,397,449","2,529,644","842,859","10,106",NA,"6,780,058"
2004,VT,Total Electric Industry,"273,020","225,759","125,553",0,NA,"624,332"
2004,WA,Total Electric Industry,"2,068,792","1,742,153","824,832","2,689",NA,"4,638,466"
2004,WI,Total Electric Industry,"1,922,131","1,401,389","1,352,998",0,NA,"4,676,518"
2004,WV,Total Electric Industry,"669,935","394,156","418,859",253,NA,"1,483,203"
2004,WY,Total Electric Industry,"163,124","202,962","308,119",0,NA,"674,205"
2004,US,Total Electric Industry,"115,577,148","100,546,200","53,477,062","518,816",NA,"270,119,226"
2004,AK,Full-Service Providers,"256,461","285,728","93,819",0,NA,"636,008"
2004,AL,Full-Service Providers,"2,295,151","1,506,485","1,476,774",0,NA,"5,278,410"
2004,AR,Full-Service Providers,"1,149,871","605,346","720,015",0,NA,"2,475,232"
2004,AZ,Full-Service Providers,"2,446,631","1,901,179","637,419",0,NA,"4,985,229"
2004,CA,Full-Service Providers,"10,125,247","12,578,123","3,482,273","42,684",NA,"26,228,327"
2004,CO,Full-Service Providers,"1,307,036","1,343,024","596,062","1,079",NA,"3,247,201"
2004,CT,Full-Service Providers,"1,505,816","1,300,597","411,173","13,787",NA,"3,231,373"
2004,DC,Full-Service Providers,"130,221","441,784","7,077",0,NA,"579,082"
2004,DE,Full-Service Providers,"377,749","300,111","140,578",0,NA,"818,438"
2004,FL,Full-Service Providers,"10,085,886","6,601,384","1,139,931","7,319",NA,"17,834,520"
2004,GA,Full-Service Providers,"4,016,437","2,912,397","1,587,183","9,232",NA,"8,525,249"
2004,HI,Full-Service Providers,"571,200","588,079","525,600",0,NA,"1,684,879"
2004,IA,Full-Service Providers,"1,131,602","731,182","755,719",0,NA,"2,618,503"
2004,ID,Full-Service Providers,"446,408","294,304","344,207",0,NA,"1,084,919"
2004,IL,Full-Service Providers,"3,638,262","2,894,103","1,475,294","25,346",NA,"8,033,005"
2004,IN,Full-Service Providers,"2,276,904","1,448,389","2,022,062","1,457",NA,"5,748,812"
2004,KS,Full-Service Providers,"961,622","892,513","510,275",0,NA,"2,364,410"
2004,KY,Full-Service Providers,"1,538,429","1,033,722","1,431,656",0,NA,"4,003,807"
2004,LA,Full-Service Providers,"2,324,175","1,710,298","1,646,262","1,124",NA,"5,681,859"
2004,MA,Full-Service Providers,"2,270,537","1,947,960","615,321","5,044",NA,"4,838,862"
2004,MD,Full-Service Providers,"2,115,309","1,031,987","697,896","1,690",NA,"3,846,882"
2004,ME,Full-Service Providers,"6,704","18,444","9,446",0,NA,"34,594"
2004,MI,Full-Service Providers,"2,758,432","2,353,599","1,399,867",238,NA,"6,512,136"
2004,MN,Full-Service Providers,"1,624,406","1,287,373","1,037,573",727,NA,"3,950,079"
2004,MO,Full-Service Providers,"2,184,956","1,647,846","660,821",485,NA,"4,494,108"
2004,MS,Full-Service Providers,"1,443,559","1,018,804","759,039",0,NA,"3,221,402"
2004,MT,Full-Service Providers,"318,546","294,626","97,181",0,NA,"710,353"
2004,NC,Full-Service Providers,"4,369,008","2,871,463","1,515,702",0,NA,"8,756,173"
2004,ND,Full-Service Providers,"248,815","225,367","124,332",0,NA,"598,514"
2004,NE,Full-Service Providers,"609,749","496,782","368,933",0,NA,"1,475,464"
2004,NH,Full-Service Providers,"534,912","476,496","227,915",0,NA,"1,239,323"
2004,NJ,Full-Service Providers,"3,090,571","2,831,400","338,031","8,314",NA,"6,268,316"
2004,NM,Full-Service Providers,"488,387","608,971","311,796",0,NA,"1,409,154"
2004,NV,Full-Service Providers,"1,034,037","751,651","894,970",0,NA,"2,680,658"
2004,NY,Full-Service Providers,"6,558,614","5,732,842","714,770","35,720",NA,"13,041,946"
2004,OH,Full-Service Providers,"3,495,212","2,544,228","2,298,807","4,536",NA,"8,342,783"
2004,OK,Full-Service Providers,"1,520,291","1,115,594","676,710",0,NA,"3,312,595"
2004,OR,Full-Service Providers,"1,293,043","972,791","519,825","1,010",NA,"2,786,669"
2004,PA,Full-Service Providers,"4,457,018","3,151,886","2,684,324","57,915",NA,"10,351,143"
2004,RI,Full-Service Providers,"365,452","327,620","96,330",0,NA,"789,402"
2004,SC,Full-Service Providers,"2,266,566","1,389,587","1,315,384",0,NA,"4,971,537"
2004,SD,Full-Service Providers,"282,665","224,235","86,770",0,NA,"593,670"
2004,TN,Full-Service Providers,"2,656,585","1,991,739","1,466,347",122,NA,"6,114,793"
2004,TX,Full-Service Providers,"11,707,073","7,867,462","5,902,053","5,714",NA,"25,482,302"
2004,UT,Full-Service Providers,"528,323","551,497","313,597","1,667",NA,"1,395,084"
2004,VA,Full-Service Providers,"3,394,676","2,529,623","842,859","10,106",NA,"6,777,264"
2004,VT,Full-Service Providers,"273,020","225,759","125,553",0,NA,"624,332"
2004,WA,Full-Service Providers,"2,068,792","1,742,137","807,410","2,689",NA,"4,621,028"
2004,WI,Full-Service Providers,"1,922,131","1,401,389","1,352,998",0,NA,"4,676,518"
2004,WV,Full-Service Providers,"669,935","394,156","418,859",253,NA,"1,483,203"
2004,WY,Full-Service Providers,"163,124","202,962","308,119",0,NA,"674,205"
2004,US,Full-Service Providers,"113,305,556","89,597,024","47,992,917","238,258",NA,"251,133,755"
2004,CA,Restructured Retail Service Providers,"43,221","1,267,856","1,043,774","15,084",NA,"2,369,935"
2004,CT,Restructured Retail Service Providers,"30,694","31,280","11,624",0,NA,"73,598"
2004,DC,Restructured Retail Service Providers,"16,567","228,109","6,281","22,411",NA,"273,368"
2004,DE,Restructured Retail Service Providers,0,14,"66,828",0,NA,"66,842"
2004,ID,Restructured Retail Service Providers,0,0,3,0,NA,3
2004,IL,Restructured Retail Service Providers,0,"675,628","756,317",0,NA,"1,431,945"
2004,MA,Restructured Retail Service Providers,"52,894","910,387","228,662","13,856",NA,"1,205,799"
2004,MD,Restructured Retail Service Providers,"65,321","272,351","571,402","29,368",NA,"938,442"
2004,ME,Restructured Retail Service Providers,"519,865","409,229","234,149",0,NA,"1,163,243"
2004,MI,Restructured Retail Service Providers,120,"571,573","316,880",0,NA,"888,573"
2004,MT,Restructured Retail Service Providers,0,"26,593","92,632",0,NA,"119,225"
2004,NH,Restructured Retail Service Providers,0,"3,182","5,281",0,NA,"8,463"
2004,NJ,Restructured Retail Service Providers,"57,396","961,244","674,059","23,401",NA,"1,716,100"
2004,NV,Restructured Retail Service Providers,0,0,40,0,NA,40
2004,NY,Restructured Retail Service Providers,"330,968","3,921,458","740,627","174,098",NA,"5,167,151"
2004,OH,Restructured Retail Service Providers,"755,927","965,791","564,696",0,NA,"2,286,414"
2004,OR,Restructured Retail Service Providers,0,"37,089","9,245",0,NA,"46,334"
2004,PA,Restructured Retail Service Providers,"395,561","622,015","114,499","2,340",NA,"1,134,415"
2004,RI,Restructured Retail Service Providers,285,"45,340","29,724",0,NA,"75,349"
2004,VA,Restructured Retail Service Providers,"2,773",21,0,0,NA,"2,794"
2004,WA,Restructured Retail Service Providers,0,16,"17,422",0,NA,"17,438"
2004,US,Restructured Retail Service Providers,"2,271,592","10,949,176","5,484,145","280,558",NA,"18,985,471"
2004,CA,Energy-Only Providers,"23,711","732,543","683,318","13,244",NA,"1,452,816"
2004,CT,Energy-Only Providers,"16,519","16,917","7,221",0,NA,"40,657"
2004,DC,Energy-Only Providers,"11,349","137,217","4,700","14,595",NA,"167,861"
2004,DE,Energy-Only Providers,0,10,"64,928",0,NA,"64,938"
2004,IL,Energy-Only Providers,0,"470,128","581,542",0,NA,"1,051,670"
2004,MA,Energy-Only Providers,"23,699","517,101","141,431","11,996",NA,"694,227"
2004,MD,Energy-Only Providers,"41,706","183,214","475,368","24,103",NA,"724,391"
2004,ME,Energy-Only Providers,"212,853","217,732","169,841",0,NA,"600,426"
2004,MI,Energy-Only Providers,81,"429,085","257,288",0,NA,"686,454"
2004,MT,Energy-Only Providers,0,"18,298","81,394",0,NA,"99,692"
2004,NH,Energy-Only Providers,0,"2,335","3,602",0,NA,"5,937"
2004,NJ,Energy-Only Providers,"32,230","575,166","412,853","17,583",NA,"1,037,832"
2004,NY,Energy-Only Providers,"180,291","2,613,923","542,573","118,234",NA,"3,455,021"
2004,OH,Energy-Only Providers,"348,125","470,118","320,471",0,NA,"1,138,714"
2004,OR,Energy-Only Providers,0,"29,722","7,739",0,NA,"37,461"
2004,PA,Energy-Only Providers,"193,696","419,706","91,527","1,519",NA,"706,448"
2004,RI,Energy-Only Providers,151,"25,797","19,255",0,NA,"45,203"
2004,VA,Energy-Only Providers,"1,659",9,0,0,NA,"1,668"
2004,WA,Energy-Only Providers,0,16,"16,049",0,NA,"16,065"
2004,US,Energy-Only Providers,"1,086,070","6,859,037","3,881,100","201,274",NA,"12,027,481"
2004,CA,Delivery-Only Service,"19,510","535,313","360,456","1,840",NA,"917,119"
2004,CT,Delivery-Only Service,"14,175","14,363","4,403",0,NA,"32,941"
2004,DC,Delivery-Only Service,"5,218","90,892","1,581","7,816",NA,"105,507"
2004,DE,Delivery-Only Service,0,4,"1,900",0,NA,"1,904"
2004,ID,Delivery-Only Service,0,0,3,0,NA,3
2004,IL,Delivery-Only Service,0,"205,500","174,775",0,NA,"380,275"
2004,MA,Delivery-Only Service,"29,195","393,286","87,231","1,860",NA,"511,572"
2004,MD,Delivery-Only Service,"23,615","89,137","96,034","5,265",NA,"214,051"
2004,ME,Delivery-Only Service,"307,012","191,497","64,308",0,NA,"562,817"
2004,MI,Delivery-Only Service,39,"142,488","59,592",0,NA,"202,119"
2004,MT,Delivery-Only Service,0,"8,295","11,238",0,NA,"19,533"
2004,NH,Delivery-Only Service,0,847,"1,679",0,NA,"2,526"
2004,NJ,Delivery-Only Service,"25,166","386,078","261,206","5,818",NA,"678,268"
2004,NV,Delivery-Only Service,0,0,40,0,NA,40
2004,NY,Delivery-Only Service,"150,677","1,307,535","198,054","55,864",NA,"1,712,130"
2004,OH,Delivery-Only Service,"407,802","495,673","244,225",0,NA,"1,147,700"
2004,OR,Delivery-Only Service,0,"7,367","1,506",0,NA,"8,873"
2004,PA,Delivery-Only Service,"201,865","202,309","22,972",821,NA,"427,967"
2004,RI,Delivery-Only Service,134,"19,543","10,469",0,NA,"30,146"
2004,VA,Delivery-Only Service,"1,114",12,0,0,NA,"1,126"
2004,WA,Delivery-Only Service,0,0,"1,373",0,NA,"1,373"
2004,US,Delivery-Only Service,"1,185,522","4,090,139","1,603,045","79,284",NA,"6,957,990"
2003,AK,Total Electric Industry,"238,065","259,408","86,770",0,NA,"584,243"
2003,AL,Total Electric Industry,"2,175,026","1,399,001","1,355,118",0,NA,"4,929,145"
2003,AR,Total Electric Industry,"1,129,827","585,091","684,562",0,NA,"2,399,480"
2003,AZ,Total Electric Industry,"2,315,709","1,803,209","586,597",0,NA,"4,705,515"
2003,CA,Total Electric Industry,"10,141,558","13,672,048","4,787,140","46,896",NA,"28,647,642"
2003,CO,Total Electric Industry,"1,280,454","1,297,891","565,032","2,742",NA,"3,146,119"
2003,CT,Total Electric Industry,"1,491,094","1,299,905","428,664","14,845",NA,"3,234,508"
2003,DC,Total Electric Industry,"137,577","635,376","14,881","21,815",NA,"809,649"
2003,DE,Total Electric Industry,"360,046","284,248","232,744",0,NA,"877,038"
2003,FL,Total Electric Industry,"9,636,112","6,082,671","1,048,419","7,010",NA,"16,774,212"
2003,GA,Total Electric Industry,"3,710,663","2,699,302","1,396,962","8,670",NA,"7,815,597"
2003,HI,Total Electric Industry,"506,552","528,299","469,075",0,NA,"1,503,926"
2003,IA,Total Electric Industry,"1,093,976","726,471","698,856",0,NA,"2,519,303"
2003,ID,Total Electric Industry,"442,569","303,970","360,226",0,NA,"1,106,765"
2003,IL,Total Electric Industry,"3,615,807","3,617,618","2,091,506","28,397",NA,"9,353,328"
2003,IN,Total Electric Industry,"2,162,179","1,374,380","1,854,728","1,372",NA,"5,392,659"
2003,KS,Total Electric Industry,"971,024","882,456","479,051",0,NA,"2,332,531"
2003,KY,Total Electric Industry,"1,435,037","963,227","1,364,865",0,NA,"3,763,129"
2003,LA,Total Electric Industry,"2,240,664","1,627,717","1,518,432",208,NA,"5,387,021"
2003,MA,Total Electric Industry,"2,271,885","2,686,752","891,355","11,930",NA,"5,861,922"
2003,MD,Total Electric Industry,"2,060,483","1,177,810","1,328,856","26,659",NA,"4,593,808"
2003,ME,Total Electric Industry,"521,901","409,439","240,892",0,NA,"1,172,232"
2003,MI,Total Electric Industry,"2,813,077","2,671,529","1,975,944",279,NA,"7,460,829"
2003,MN,Total Electric Industry,"1,579,058","1,256,889","954,789",0,NA,"3,790,736"
2003,MO,Total Electric Industry,"2,185,963","1,617,635","666,590",0,NA,"4,470,188"
2003,MS,Total Electric Industry,"1,342,600","913,348","684,468",0,NA,"2,940,416"
2003,MT,Total Electric Industry,"311,334","303,797","172,081",0,NA,"787,212"
2003,NC,Total Electric Industry,"4,106,255","2,769,773","1,453,390",0,NA,"8,329,418"
2003,ND,Total Electric Industry,"240,596","214,224","117,053",0,NA,"571,873"
2003,NE,Total Electric Industry,"607,759","498,626","351,922",0,NA,"1,458,307"
2003,NH,Total Electric Industry,"509,432","444,673","234,189",0,NA,"1,188,294"
2003,NJ,Total Electric Industry,"2,921,307","3,334,501","975,600","13,182",NA,"7,244,590"
2003,NM,Total Electric Industry,"470,965","593,171","289,527",0,NA,"1,353,663"
2003,NV,Total Electric Industry,"932,216","717,570","849,020",0,NA,"2,498,806"
2003,NY,Total Electric Industry,"6,742,612","9,372,473","1,552,260","252,191",NA,"17,919,536"
2003,OH,Total Electric Industry,"4,100,423","3,377,409","2,767,674",278,NA,"10,245,784"
2003,OK,Total Electric Industry,"1,506,985","1,082,721","610,925",0,NA,"3,200,631"
2003,OR,Total Electric Industry,"1,252,144","987,527","554,251","1,020",NA,"2,794,942"
2003,PA,Total Electric Industry,"4,760,155","3,724,216","2,715,079","56,577",NA,"11,256,027"
2003,RI,Total Electric Industry,"348,084","352,122","116,198",0,NA,"816,404"
2003,SC,Total Electric Industry,"2,117,182","1,316,126","1,251,102",0,NA,"4,684,410"
2003,SD,Total Electric Industry,"279,509","224,117","73,367",0,NA,"576,993"
2003,TN,Total Electric Industry,"2,467,451","1,835,631","1,383,846",0,NA,"5,686,928"
2003,TX,Total Electric Industry,"11,111,340","7,581,181","5,512,229","5,954",NA,"24,210,704"
2003,UT,Total Electric Industry,"494,434","504,133","289,882","1,479",NA,"1,289,928"
2003,VA,Total Electric Industry,"3,173,954","2,365,003","815,395","9,375",NA,"6,363,727"
2003,VT,Total Electric Industry,"257,866","212,355","117,483",0,NA,"587,704"
2003,WA,Total Electric Industry,"2,010,273","1,701,266","866,186","2,716",NA,"4,580,441"
2003,WI,Total Electric Industry,"1,853,291","1,397,390","1,217,362",0,NA,"4,468,043"
2003,WV,Total Electric Industry,"653,515","389,170","407,592",0,NA,"1,450,277"
2003,WY,Total Electric Industry,"160,946","188,529","280,795",0,NA,"630,270"
2003,US,Total Electric Industry,"111,248,934","96,263,394","51,740,930","513,595",NA,"259,766,853"
2003,AK,Full-Service Providers,"238,065","259,408","86,770",0,NA,"584,243"
2003,AL,Full-Service Providers,"2,175,026","1,399,001","1,355,118",0,NA,"4,929,145"
2003,AR,Full-Service Providers,"1,129,827","585,091","684,562",0,NA,"2,399,480"
2003,AZ,Full-Service Providers,"2,315,709","1,803,209","586,597",0,NA,"4,705,515"
2003,CA,Full-Service Providers,"10,091,674","12,504,284","3,804,200","32,210",NA,"26,432,368"
2003,CO,Full-Service Providers,"1,280,454","1,297,891","565,032","2,742",NA,"3,146,119"
2003,CT,Full-Service Providers,"1,460,916","1,284,472","417,625","14,845",NA,"3,177,858"
2003,DC,Full-Service Providers,"119,537","309,613","5,113",0,NA,"434,263"
2003,DE,Full-Service Providers,"360,046","283,994","135,541",0,NA,"779,581"
2003,FL,Full-Service Providers,"9,636,112","6,082,671","1,048,419","7,010",NA,"16,774,212"
2003,GA,Full-Service Providers,"3,710,663","2,699,302","1,396,962","8,670",NA,"7,815,597"
2003,HI,Full-Service Providers,"506,552","528,299","469,075",0,NA,"1,503,926"
2003,IA,Full-Service Providers,"1,093,976","726,471","698,856",0,NA,"2,519,303"
2003,ID,Full-Service Providers,"442,569","303,970","360,226",0,NA,"1,106,765"
2003,IL,Full-Service Providers,"3,615,807","3,120,081","1,372,142","28,397",NA,"8,136,427"
2003,IN,Full-Service Providers,"2,162,179","1,374,380","1,854,728","1,372",NA,"5,392,659"
2003,KS,Full-Service Providers,"971,024","882,456","479,051",0,NA,"2,332,531"
2003,KY,Full-Service Providers,"1,435,037","963,227","1,364,865",0,NA,"3,763,129"
2003,LA,Full-Service Providers,"2,240,664","1,627,717","1,518,432",208,NA,"5,387,021"
2003,MA,Full-Service Providers,"2,214,177","2,077,685","650,967","11,930",NA,"4,954,759"
2003,MD,Full-Service Providers,"1,991,533","972,801","885,045","4,427",NA,"3,853,806"
2003,ME,Full-Service Providers,"6,827","3,224","26,078",0,NA,"36,129"
2003,MI,Full-Service Providers,"2,813,077","2,619,795","1,521,635",279,NA,"6,954,786"
2003,MN,Full-Service Providers,"1,579,058","1,256,889","954,789",0,NA,"3,790,736"
2003,MO,Full-Service Providers,"2,185,963","1,617,635","666,590",0,NA,"4,470,188"
2003,MS,Full-Service Providers,"1,342,600","913,348","684,468",0,NA,"2,940,416"
2003,MT,Full-Service Providers,"311,306","280,586","92,159",0,NA,"684,051"
2003,NC,Full-Service Providers,"4,106,255","2,769,773","1,453,390",0,NA,"8,329,418"
2003,ND,Full-Service Providers,"240,596","214,224","117,053",0,NA,"571,873"
2003,NE,Full-Service Providers,"607,759","498,626","351,922",0,NA,"1,458,307"
2003,NH,Full-Service Providers,"509,432","443,883","224,608",0,NA,"1,177,923"
2003,NJ,Full-Service Providers,"2,879,408","3,098,551","666,131","13,182",NA,"6,657,272"
2003,NM,Full-Service Providers,"470,965","593,171","289,527",0,NA,"1,353,663"
2003,NV,Full-Service Providers,"932,216","717,570","849,020",0,NA,"2,498,806"
2003,NY,Full-Service Providers,"6,377,510","5,960,814","896,103","28,773",NA,"13,263,200"
2003,OH,Full-Service Providers,"3,413,684","2,517,216","2,276,369",278,NA,"8,207,547"
2003,OK,Full-Service Providers,"1,506,985","1,082,721","610,925",0,NA,"3,200,631"
2003,OR,Full-Service Providers,"1,252,144","987,527","554,251","1,020",NA,"2,794,942"
2003,PA,Full-Service Providers,"4,512,654","3,078,592","2,581,631","51,058",NA,"10,223,935"
2003,RI,Full-Service Providers,"348,084","314,920","91,943",0,NA,"754,947"
2003,SC,Full-Service Providers,"2,117,182","1,316,126","1,251,102",0,NA,"4,684,410"
2003,SD,Full-Service Providers,"279,509","224,117","73,367",0,NA,"576,993"
2003,TN,Full-Service Providers,"2,467,451","1,835,631","1,383,846",0,NA,"5,686,928"
2003,TX,Full-Service Providers,"11,111,340","7,581,181","5,512,229","5,954",NA,"24,210,704"
2003,UT,Full-Service Providers,"494,434","504,133","289,882","1,479",NA,"1,289,928"
2003,VA,Full-Service Providers,"3,170,939","2,365,003","815,395","9,375",NA,"6,360,712"
2003,VT,Full-Service Providers,"257,866","212,355","117,483",0,NA,"587,704"
2003,WA,Full-Service Providers,"2,010,273","1,695,725","689,019","2,716",NA,"4,397,733"
2003,WI,Full-Service Providers,"1,853,291","1,397,390","1,217,362",0,NA,"4,468,043"
2003,WV,Full-Service Providers,"653,515","389,170","407,592",0,NA,"1,450,277"
2003,WY,Full-Service Providers,"160,946","188,529","280,795",0,NA,"630,270"
2003,US,Full-Service Providers,"109,164,816","87,764,448","46,685,990","225,925",NA,"243,841,179"
2003,CA,Restructured Retail Service Providers,"49,884","1,167,764","982,940","14,686",NA,"2,215,274"
2003,CT,Restructured Retail Service Providers,"30,178","15,433","11,039",0,NA,"56,650"
2003,DC,Restructured Retail Service Providers,"18,040","325,763","9,768","21,815",NA,"375,386"
2003,DE,Restructured Retail Service Providers,0,254,"97,203",0,NA,"97,457"
2003,IL,Restructured Retail Service Providers,0,"497,537","719,364",0,NA,"1,216,901"
2003,MA,Restructured Retail Service Providers,"57,708","609,067","240,388",0,NA,"907,163"
2003,MD,Restructured Retail Service Providers,"68,950","205,009","443,811","22,232",NA,"740,002"
2003,ME,Restructured Retail Service Providers,"515,074","406,215","214,814",0,NA,"1,136,103"
2003,MI,Restructured Retail Service Providers,0,"51,734","454,309",0,NA,"506,043"
2003,MT,Restructured Retail Service Providers,28,"23,211","79,922",0,NA,"103,161"
2003,NH,Restructured Retail Service Providers,0,790,"9,581",0,NA,"10,371"
2003,NJ,Restructured Retail Service Providers,"41,899","235,950","309,469",0,NA,"587,318"
2003,NY,Restructured Retail Service Providers,"365,102","3,411,659","656,157","223,418",NA,"4,656,336"
2003,OH,Restructured Retail Service Providers,"686,739","860,193","491,305",0,NA,"2,038,237"
2003,PA,Restructured Retail Service Providers,"247,501","645,624","133,448","5,519",NA,"1,032,092"
2003,RI,Restructured Retail Service Providers,0,"37,202","24,255",0,NA,"61,457"
2003,VA,Restructured Retail Service Providers,"3,015",0,0,0,NA,"3,015"
2003,WA,Restructured Retail Service Providers,0,"5,541","177,167",0,NA,"182,708"
2003,US,Restructured Retail Service Providers,"2,084,118","8,498,946","5,054,940","287,670",NA,"15,925,674"
2003,CA,Energy-Only Providers,"28,783","696,206","682,371","12,927",NA,"1,420,287"
2003,CT,Energy-Only Providers,"15,103","8,022","6,365",0,NA,"29,490"
2003,DC,Energy-Only Providers,"12,019","190,665","7,790","14,495",NA,"224,969"
2003,DE,Energy-Only Providers,0,219,"92,852",0,NA,"93,071"
2003,IL,Energy-Only Providers,0,"334,037","516,775",0,NA,"850,812"
2003,MA,Energy-Only Providers,"25,663","328,544","141,628",0,NA,"495,835"
2003,MD,Energy-Only Providers,"41,526","136,512","330,188","17,476",NA,"525,702"
2003,ME,Energy-Only Providers,"207,432","208,784","141,326",0,NA,"557,542"
2003,MI,Energy-Only Providers,0,"44,974","409,675",0,NA,"454,649"
2003,MT,Energy-Only Providers,13,"15,550","73,594",0,NA,"89,157"
2003,NH,Energy-Only Providers,0,532,"6,221",0,NA,"6,753"
2003,NJ,Energy-Only Providers,"23,595","143,220","187,067",0,NA,"353,882"
2003,NY,Energy-Only Providers,"196,865","2,240,281","461,396","166,443",NA,"3,064,985"
2003,OH,Energy-Only Providers,"298,580","410,155","261,674",0,NA,"970,409"
2003,PA,Energy-Only Providers,"128,750","427,655","105,709","4,009",NA,"666,123"
2003,RI,Energy-Only Providers,0,"19,443","14,544",0,NA,"33,987"
2003,VA,Energy-Only Providers,"1,683",0,0,0,NA,"1,683"
2003,WA,Energy-Only Providers,0,"4,950","166,214",0,NA,"171,164"
2003,US,Energy-Only Providers,"980,012","5,209,749","3,605,389","215,350",NA,"10,010,500"
2003,CA,Delivery-Only Service,"21,101","471,558","300,569","1,759",NA,"794,987"
2003,CT,Delivery-Only Service,"15,075","7,411","4,674",0,NA,"27,160"
2003,DC,Delivery-Only Service,"6,021","135,098","1,978","7,320",NA,"150,417"
2003,DE,Delivery-Only Service,0,35,"4,351",0,NA,"4,386"
2003,IL,Delivery-Only Service,0,"163,500","202,589",0,NA,"366,089"
2003,MA,Delivery-Only Service,"32,045","280,523","98,760",0,NA,"411,328"
2003,MD,Delivery-Only Service,"27,424","68,497","113,623","4,756",NA,"214,300"
2003,ME,Delivery-Only Service,"307,642","197,431","73,488",0,NA,"578,561"
2003,MI,Delivery-Only Service,0,"6,760","44,634",0,NA,"51,394"
2003,MT,Delivery-Only Service,15,"7,661","6,328",0,NA,"14,004"
2003,NH,Delivery-Only Service,0,258,"3,360",0,NA,"3,618"
2003,NJ,Delivery-Only Service,"18,304","92,730","122,402",0,NA,"233,436"
2003,NY,Delivery-Only Service,"168,237","1,171,378","194,761","56,975",NA,"1,591,351"
2003,OH,Delivery-Only Service,"388,159","450,038","229,631",0,NA,"1,067,828"
2003,PA,Delivery-Only Service,"118,751","217,969","27,739","1,510",NA,"365,969"
2003,RI,Delivery-Only Service,0,"17,759","9,711",0,NA,"27,470"
2003,VA,Delivery-Only Service,"1,332",0,0,0,NA,"1,332"
2003,WA,Delivery-Only Service,0,591,"10,953",0,NA,"11,544"
2003,US,Delivery-Only Service,"1,104,106","3,289,197","1,449,551","72,320",NA,"5,915,174"
2002,AK,Total Electric Industry,"232,769","226,791","83,223",NA,"29,088","571,871"
2002,AL,Total Electric Industry,"2,138,395","1,304,740","1,244,386",NA,"57,021","4,744,542"
2002,AR,Total Electric Industry,"1,126,260","528,117","677,874",NA,"47,681","2,379,932"
2002,AZ,Total Electric Industry,"2,184,700","1,628,646","573,491",NA,"127,233","4,514,070"
2002,CA,Total Electric Industry,"9,758,505","13,709,560","4,751,782",NA,"460,196","28,680,043"
2002,CO,Total Electric Industry,"1,137,237","1,045,138","482,865",NA,"92,983","2,758,223"
2002,CT,Total Electric Industry,"1,366,571","1,176,151","412,458",NA,"56,748","3,011,928"
2002,DC,Total Electric Industry,"142,822","632,970","13,992",NA,"27,103","816,887"
2002,DE,Total Electric Industry,"349,768","270,784","201,476",NA,"8,467","830,495"
2002,FL,Total Electric Industry,"8,822,971","5,150,090","990,640",NA,"430,076","15,393,777"
2002,GA,Total Electric Industry,"3,705,932","2,512,885","1,365,589",NA,"141,279","7,725,685"
2002,HI,Total Electric Industry,"453,157","446,998","415,429",NA,"9,254","1,324,838"
2002,IA,Total Electric Industry,"1,078,910","577,849","672,309",NA,"129,261","2,458,329"
2002,ID,Total Electric Industry,"464,924","397,869","275,669",NA,"17,039","1,155,501"
2002,IL,Total Electric Industry,"3,777,911","3,326,338","1,920,053",NA,"581,032","9,605,334"
2002,IN,Total Electric Industry,"2,182,577","1,303,180","1,876,620",NA,"57,426","5,419,803"
2002,KS,Total Electric Industry,"977,037","841,207","461,796",NA,"35,392","2,315,432"
2002,KY,Total Electric Industry,"1,431,245","782,142","1,352,620",NA,"154,958","3,720,965"
2002,LA,Total Electric Industry,"2,000,355","1,241,597","1,310,197",NA,"194,251","4,746,400"
2002,MA,Total Electric Industry,"2,043,207","2,430,449","841,210",NA,"88,655","5,403,521"
2002,MD,Total Electric Industry,"1,973,019","1,327,858","836,298",NA,"91,578","4,228,753"
2002,ME,Total Electric Industry,"515,153","404,652","250,188",NA,"13,856","1,183,849"
2002,MI,Total Electric Industry,"2,844,554","2,794,428","1,684,308",NA,"100,088","7,423,378"
2002,MN,Total Electric Industry,"1,531,480","1,143,281","874,721",NA,"54,470","3,603,952"
2002,MO,Total Electric Industry,"2,238,090","1,575,542","678,501",NA,"73,094","4,565,227"
2002,MS,Total Electric Industry,"1,299,120","803,953","660,844",NA,"71,330","2,835,247"
2002,MT,Total Electric Industry,"291,404","251,251","165,441",NA,"23,563","731,659"
2002,NC,Total Electric Industry,"4,085,367","2,558,701","1,473,598",NA,"145,639","8,263,305"
2002,ND,Total Electric Industry,"234,081","199,119","104,821",NA,"19,002","557,023"
2002,NE,Total Electric Industry,"602,900","414,774","293,929",NA,"112,045","1,423,648"
2002,NH,Total Electric Industry,"476,046","405,019","201,963",NA,"17,209","1,100,237"
2002,NJ,Total Electric Industry,"2,820,455","3,154,787","885,537",NA,"77,893","6,938,672"
2002,NM,Total Electric Industry,"445,356","505,453","237,924",NA,"103,028","1,291,761"
2002,NV,Total Electric Industry,"914,611","682,672","824,237",NA,"38,723","2,460,243"
