description,units,source key,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16
Average cost of fossil fuels for electricity generation (per Btu) for petroleum liquids,dollars per million Btu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United States : all sectors,,ELEC.COST_BTU.PEL-US-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-SC-1.M,19.43,21.29,14.59,11.16,16.63,22.67,9.19,14.18,16.28,14.6,12.09,7.31,9.59,8.19,6.37,6.48,8.76,10.02,11.31,11.07,10.49,14.16,13.05,14.61,15.59,13.68,16.27,14.26,13.97,15.92,12.61,12.5,15.21,9.28,12.99,16.88,19.18,16.49,20.04,22.03,19.8,23,23.54,22.15,21.47,22.45,22.96,21.97,22.13,22.62,18.87,24.61,21.42,15.83,13.37,23.55,15.68,24.72,24.27,24.12,24.26,24.93,23.89,22.52,21.76,22.28,23.05,23.83,23.61,22.98,22.5,22.75,22.5,23.9,24.9,23.47,23.39,23.1,22.1,21.57,20.52,19.93,18.91,17.13,13.59,16.1,15.33,14.23,16.31,16.08,15.73,15.15,19.16,13.77,12.29,11.45,9.47,9.26,10.9,9.86,11.66,12.23,11.44,11.96,12.38,12.49,12.37
South Carolina : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-SC-94.M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virginia,,ELEC.COST_BTU.PEL-VA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia : all sectors,,ELEC.COST_BTU.PEL-VA-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-VA-98.M,15.46,15.45,17.65,14.91,23.38,16.97,24.79,17.14,19.43,14.97,6.94,W,W,10.79,W,W,8.44,12.08,10,10.44,12.3,14.13,13.04,14.43,W,14.32,14.7,16.35,W,12.62,11.73,12.24,12.3,14.01,14.21,15.83,15.89,16.91,17.36,18.14,19.28,18.63,W,17.55,17.14,20.71,21.39,W,W,W,W,W,21.53,20.04,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,22.44,W,W,W,W,W,W,W,W,W,W,W,13.95,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
Virginia : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-VA-1.M,14.38,12.7,19.04,13.85,25.8,16.97,24.03,17.07,22.15,14.28,6.75,6,7.69,11.23,7.88,12.97,8.41,11.85,9.53,10.28,11.85,14.28,12.99,14.34,14.1,14.41,14.72,16.25,15.31,12.08,11.27,11.91,NM,13.87,14.04,14.94,15.61,16.31,17.27,17.88,18.43,18.28,17.47,17.27,16.61,18.82,21.02,21.01,25.64,17.86,23.87,18.78,19.5,19.19,16.43,17.28,24.04,21.45,22.98,20.88,20.31,19.82,22.39,20.72,17.81,19.04,15.79,17.57,21.81,21.52,21.28,21.15,21.22,22.22,22.93,20.06,20.67,21.92,22.31,20.12,20.69,20.24,19.99,15.81,14.3,11.8,17.04,14.85,9.73,10.49,8.43,9.56,7,13.07,9.76,6.98,9.12,7,7.93,8.41,7.89,11.36,6.15,7.18,9.66,11.73,7.61
Virginia : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-VA-94.M,18.77,19.02,11.82,19.01,17.98,17.12,27.35,19.96,16.72,16.62,19.26,W,W,9.93,W,W,9.8,13.35,12.61,13.2,NM,14.03,15.33,15.05,W,14.24,NM,16.81,W,15.97,16.18,16.19,16.38,NM,NM,17.88,19.07,21.81,NM,NM,23.76,23.16,W,NM,22.94,NM,NM,W,W,W,W,W,22.72,20.81,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,23.19,W,W,W,W,W,W,W,W,W,W,W,20.04,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
West Virginia,,ELEC.COST_BTU.PEL-WV-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia : all sectors,,ELEC.COST_BTU.PEL-WV-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Virginia : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-WV-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,13.66,14.67,W,W,16.31,W,W,W,W,W,W,W,16.44,W,W,W,W,W,18.72,W,W,W,24.17,W,W,24.32,24.57,23.68,23.16,23.01,W,W,W,24.07,24.47,23.95,21.94,21.69,22.59,24.25,24.18,23.93,27.29,22.71,23.47,21.53,29.25,23.54,23.22,22.74,23.61,24.11,22.89,22.69,22.95,23.26,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,15.35,13.6,W,W,13.45,11.98,11.31,9.46,9.04,11.48,10.93,12.28,11.75,11.09,12.08,11.63,12.15,W
West Virginia : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-WV-1.M,19.99,20.67,23.01,24.88,27.18,25.95,29.37,24.69,24.45,21.13,15.83,11.43,11.87,12.07,10.66,11.48,13.56,14.63,14.09,15.17,16.34,16.52,16.42,16.15,16.52,16.75,16.78,17.99,16.46,16.49,16.21,16.42,16.8,17.76,18.82,18.5,20.37,22.43,24.23,25.78,23.25,24.32,24.57,23.68,23.16,23.01,24.91,22.48,23.02,24.07,24.47,23.95,21.94,21.69,22.59,24.25,24.18,23.93,27.29,22.71,23.47,21.53,29.25,23.54,23.22,22.74,23.61,24.11,22.89,22.69,22.95,23.26,24.11,25.74,25.92,24.37,23.69,23.11,22.76,21.53,21.69,21.12,19.53,16.02,13.85,15.41,14.62,14.57,14.91,15.35,13.6,11.91,12.84,13.45,11.98,11.31,9.46,9.04,11.48,10.93,12.28,11.75,11.09,12.08,11.63,12.15,12.84
West Virginia : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-WV-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,14.99,17.55,W,W,16.04,W,W,W,W,W,W,W,NM,W,W,W,W,W,NM,W,W,W,23.58,W,W,0,0,0,0,0,W,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,0,W,W,0,0,0,0,0,0,0,0,0,0,0,0,0,W
East South Central,,ELEC.COST_BTU.PEL-ESC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East South Central : all sectors,,ELEC.COST_BTU.PEL-ESC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East South Central : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-ESC-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,22.06,W,24.56,24,W,20.51,21.76,23.36,23.68,23.67,24.26,22.13,22.41,23.8,22.31,21.97,22.08,21.72,22.5,22.88,23.16,W,22.2,21.67,W,23.41,W,22.42,21.95,21.79,21.28,21.47,20.77,19.86,W,14.06,W,14.6,14.04,13.76,14.84,14.24,11.15,12.22,12.3,13.23,11.54,9.19,W,8.23,9.42,9.7,11.1,W,10.64,11.25,11.35,11.94,11.44
East South Central : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-ESC-1.M,18.73,19.77,22.68,24.9,26.13,20.49,27.65,20.88,14.23,13.83,13.95,10.9,11.58,10.21,10.49,NM,NM,13.71,NM,14.81,NM,15.47,15.41,NM,NM,NM,NM,NM,11.45,NM,15.79,NM,16.19,17.37,NM,18.06,18.89,14.23,23.64,24.03,23.34,23.84,22.93,22.17,21.46,21.96,NM,21.41,22.06,22.69,24.56,24,22.14,20.51,21.76,23.36,23.68,23.67,24.26,22.13,22.41,23.8,22.31,21.97,22.08,21.72,22.5,22.88,23.16,22.79,22.2,21.67,21.69,23.41,23.05,22.42,21.95,21.79,21.28,21.47,20.77,19.86,19.53,14.06,11.95,14.6,14.04,13.76,14.84,14.24,11.15,12.22,12.3,13.23,11.54,9.19,7.73,8.23,9.42,9.7,11.1,11.46,10.64,11.25,11.35,11.94,11.44
East South Central : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-ESC-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,W,0,W,0,0,0,0,0,0,0,W,0,W,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,W,0,0,0,0,0
Alabama,,ELEC.COST_BTU.PEL-AL-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama : all sectors,,ELEC.COST_BTU.PEL-AL-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-AL-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,22.29,W,24.23,23.78,W,21.09,22.14,23.4,24.46,23.62,24.11,22.39,22.1,23.83,22.31,21.14,21.1,21.45,23.25,23.4,23.52,W,21.67,21.81,W,22.35,W,22.04,22.11,22.16,21.8,22.47,21.29,19.28,W,14.27,W,14.38,13.87,13.97,14.71,14.71,13.69,12.16,11.7,13.11,12.02,8.84,W,9.28,9.24,11.33,11.75,W,12.28,12.67,11.87,12.64,12
Alabama : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-AL-1.M,18.21,20.02,21.1,25.56,26.83,22.29,26.62,23.83,22.98,27.97,13.1,10.76,12.34,9.45,9.78,9.13,12.01,12.05,12.13,13.83,12.27,13.83,13.99,15.06,16.09,14.95,15.79,16.12,15.46,15.79,15.7,15.94,15.88,16.75,17.01,17.52,18.49,19.32,22.36,24.16,22.35,22.6,23.02,22.77,22.21,22.04,22.06,21.58,22.29,23.38,24.23,23.78,22.39,21.09,22.14,23.4,24.46,23.62,24.11,22.39,22.1,23.83,22.31,21.14,21.1,21.45,23.25,23.4,23.52,22.62,21.67,21.81,21.52,22.35,22.71,22.04,22.11,22.16,21.8,22.47,21.29,19.28,18.37,14.27,12.34,14.38,13.87,13.97,14.71,14.71,13.69,12.16,11.7,13.11,12.02,8.84,7.59,9.28,9.24,11.33,11.75,11.46,12.28,12.67,11.87,12.64,12
Alabama : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-AL-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,0,0,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W,0,0,W,0,W,0,0,0,0,0,0,0,W,0,W,0,0,0,0,0,0,0,0,0,0,0,W,0,0,0,0,W,0,0,0,0,0
Kentucky,,ELEC.COST_BTU.PEL-KY-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky : all sectors,,ELEC.COST_BTU.PEL-KY-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kentucky : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-KY-98.M,W,W,W,W,W,W,W,W,W,W,W,W,12.16,10.95,W,11.75,12.57,14.23,14.14,15.72,14.56,16.54,16.4,16.9,16.51,15.79,18.62,16.71,15.81,15.65,16.14,15.38,16.11,17.54,17.59,18.46,18.99,21.61,24.33,23.97,24.53,25.2,22.78,22.35,22.64,21.97,23.19,21.75,21.87,22.39,24.73,24.38,22.06,20.58,21.85,23.3,23.58,23.84,24.24,23.15,22.17,24.32,22.64,22.78,22.83,21.86,22.2,23.16,23.14,22.91,22.49,21.87,21.98,24.5,24,23.06,22.08,22.13,21.39,21.41,20.99,20.1,21.25,15.84,12.35,15.17,14.64,13.92,15.14,14.44,13.26,13,12.78,13.42,11.78,9.52,8.03,8.31,9.47,9.59,11.22,11.65,10.62,11.47,11.5,11.93,11.38
Kentucky : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-KY-1.M,19.28,20.56,23.52,25.21,26.37,28.49,28.73,24.6,24.47,19.13,13.92,10.84,12.16,10.95,10.78,11.75,12.57,14.23,14.14,15.72,14.56,16.54,16.4,16.9,16.51,15.79,18.62,16.71,15.81,15.65,16.14,15.38,16.11,17.54,17.59,18.46,18.99,21.61,24.33,23.97,24.53,25.2,22.78,22.35,22.64,21.97,23.19,21.75,21.87,22.39,24.73,24.38,22.06,20.58,21.85,23.3,23.58,23.84,24.24,23.15,22.17,24.32,22.64,22.78,22.83,21.86,22.2,23.16,23.14,22.91,22.49,21.87,21.98,24.5,24,23.06,22.08,22.13,21.39,21.41,20.99,20.1,21.25,15.84,12.35,15.17,14.64,13.92,15.14,14.44,13.26,13,12.78,13.42,11.78,9.52,8.03,8.31,9.47,9.59,11.22,11.65,10.62,11.47,11.5,11.93,11.38
Kentucky : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-KY-94.M,W,W,W,W,W,W,W,W,W,W,W,W,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Mississippi,,ELEC.COST_BTU.PEL-MS-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi : all sectors,,ELEC.COST_BTU.PEL-MS-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-MS-98.M,16.85,20.11,21.47,21.17,21.34,9.51,24.04,12.8,8.78,10.17,17.32,12.65,10.91,10.46,W,NM,NM,16.16,12.13,15.58,NM,15.52,15.43,NM,NM,NM,NM,NM,9.24,NM,15.62,NM,18,15.56,NM,15.71,NM,10.04,NM,NM,NM,NM,NM,NM,22.26,NM,NM,NM,22.61,22.34,0,0,21.81,20.53,20.91,53.31,23.47,0,23.54,22.97,0,0,0,21.29,21.79,21.02,22.29,0,23.62,0,20.72,21.6,0,22.16,23.14,21.8,21.15,21.14,0,0,20.06,0,17.19,14.17,11.29,13.67,13.04,12.95,14.58,13.53,8.9,10.86,0,0,0,9.18,7.65,7.99,0,10.36,0,11.45,10.81,9.98,10.79,12.11,11.46
Mississippi : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-MS-1.M,16.85,20.11,21.47,21.17,21.34,9.51,24.04,12.8,8.78,10.17,17.32,12.65,10.91,10.46,14.87,NM,NM,16.16,12.13,15.58,NM,15.52,15.43,NM,NM,NM,NM,NM,9.24,NM,15.62,NM,18,15.56,NM,15.71,NM,10.04,NM,NM,NM,NM,NM,NM,22.26,NM,NM,NM,22.61,22.34,0,0,21.81,20.53,20.91,53.31,23.47,0,23.54,22.97,0,0,0,21.29,21.79,21.02,22.29,0,23.62,0,20.72,21.6,0,22.16,23.14,21.8,21.15,21.14,0,0,20.06,0,17.19,14.17,11.29,13.67,13.04,12.95,14.58,13.53,8.9,10.86,0,0,0,9.18,7.65,7.99,0,10.36,0,11.45,10.81,9.98,10.79,12.11,11.46
Mississippi : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-MS-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Tennessee,,ELEC.COST_BTU.PEL-TN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee : all sectors,,ELEC.COST_BTU.PEL-TN-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennessee : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-TN-98.M,18.52,19.2,22.82,24.61,26.56,27.45,27.46,23.43,22.38,16.03,14.43,10.9,10.68,9.54,W,10.46,10.91,13.11,NM,14.12,13.09,14.52,14.62,14.04,15.26,14.86,15.71,16.69,15.46,15.33,15.31,15.82,15.69,16.86,NM,18.03,18.86,20.27,22.7,23.89,22.26,22.16,23.11,21.34,NM,NM,NM,21.29,22.06,22.91,24.12,23.61,22.25,19.41,21.07,22.89,23.49,23.45,25.34,21.61,22.56,23.63,21.96,21.7,20.91,21.95,21.77,22.22,22.67,22.68,21.65,21.48,21.67,23.97,22.79,22.31,21.38,21.33,20.66,21.05,20.45,18.97,18.91,13.78,11.76,14.51,13.65,13.49,14.55,13.91,12.22,11.31,11.64,11.34,10.62,8.88,7.65,7.94,9.51,9.81,10.8,11.32,10.46,11.11,11.11,11.74,11.42
Tennessee : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-TN-1.M,18.52,19.2,22.82,24.61,26.56,27.45,27.46,23.43,22.38,16.03,14.43,10.9,10.68,9.54,10.05,10.46,10.91,13.11,NM,14.12,13.09,14.52,14.62,14.04,15.26,14.86,15.71,16.69,15.46,15.33,15.31,15.82,15.69,16.86,NM,18.03,18.86,20.27,22.7,23.89,22.26,22.16,23.11,21.34,NM,NM,NM,21.29,22.06,22.91,24.12,23.61,22.25,19.41,21.07,22.89,23.49,23.45,25.34,21.61,22.56,23.63,21.96,21.7,20.91,21.95,21.77,22.22,22.67,22.68,21.65,21.48,21.67,23.97,22.79,22.31,21.38,21.33,20.66,21.05,20.45,18.97,18.91,13.78,11.76,14.51,13.65,13.49,14.55,13.91,12.22,11.31,11.64,11.34,10.62,8.88,7.65,7.94,9.51,9.81,10.8,11.32,10.46,11.11,11.11,11.74,11.42
Tennessee : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-TN-94.M,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West South Central,,ELEC.COST_BTU.PEL-WSC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West South Central : all sectors,,ELEC.COST_BTU.PEL-WSC-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West South Central : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-WSC-98.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,19.72,18.23,22.88,23.02,23.52,23.21,23.91,22.26,19.66,21.48,23.2,W,22.75,W,W,24.37,22.27,20.07,21.74,23.16,22.18,23.93,23.37,22.83,W,24.03,22.59,21.95,W,21.73,W,23.51,22.29,22.07,21.98,22.15,20.85,22.43,W,22.2,22.38,22.06,20.94,21.38,19.6,19.32,18.72,W,11.49,14.66,15.08,W,14.64,14.16,12.06,W,11.65,W,W,11.19,W,7.64,W,W,10.89,11.76,10.6,10.29,12.67,W,W
West South Central : electric utility,dollars per million Btu,ELEC.COST_BTU.PEL-WSC-1.M,8.87,7.12,12.49,14.75,10.24,13.26,10.43,12.37,9.74,11.82,10.75,8.96,NM,NM,NM,NM,13.54,NM,NM,NM,NM,NM,NM,14.81,NM,15.41,NM,NM,NM,NM,15.17,NM,NM,NM,NM,17.12,NM,17.43,NM,22.35,24.58,23.82,23.81,22.23,18.56,21.19,NM,NM,23,23.7,24.46,24.93,22.31,20.55,21.8,23.8,24.03,23.72,22.58,22.64,22.57,24.03,22.29,21.8,23.98,21.75,22.42,23.36,21.96,22.04,21.63,21.88,21.85,21.59,22.05,22.64,22.44,22.37,21.61,21.25,21.61,19.3,18.71,12.22,11.6,15.08,15.28,13.88,14.33,14.18,12.46,11.76,11.57,11.6,11.61,10.02,8.67,7.86,10.02,9.75,9.95,11.73,10.84,10.3,10.92,11.96,10.92
West South Central : independent power producers,dollars per million Btu,ELEC.COST_BTU.PEL-WSC-94.M,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,20.27,21.11,22.93,23.53,23.05,22.1,23.94,22.3,22.78,21.91,23.28,W,22.37,W,W,24.21,22.19,20,21.65,22.94,21.64,24.03,23.98,22.99,W,24.03,22.71,22.08,W,21.71,W,23.58,22.59,22.09,22.24,22.43,20.01,22.98,W,21.53,22.24,21.94,20.76,21.94,19.32,19.4,18.73,W,11.21,14.36,14.51,W,15.6,13.96,11.59,W,11.87,W,W,12.23,W,6.89,W,W,12.04,11.81,10.33,10.28,14.53,W,W
Arkansas,,ELEC.COST_BTU.PEL-AR-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas : all sectors,,ELEC.COST_BTU.PEL-AR-99.M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas : electric power,dollars per million Btu,ELEC.COST_BTU.PEL-AR-98.M,14.43,20.51,11.17,20.29,19.25,15.35,15.8,16.78,17.45,16.61,7.3,8.04,7.12,8.24,W,8.36,16.5,16.13,16.06,16.12,16.01,15.87,15.8,15.4,16.21,15.35,15.96,16.74,NM,15.94,15.69,15.83,16.35,W,W,W,W,W,W,W,W,W,W,W,W,22.31,W,0,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,25.3,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,0,W,W,W,W,W,7.66,W,9.9,W,W,W,W,W,11.97,W
